title,subtitle,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,isClaimed,latitude,longitude,query,timestamp
Sara Farm,,4.3,3,Pharmacy,,Boris Trajkovski ,XCMQ+5Q Skopje,m.facebook.com,+389 2 277 8709,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-6PM,Closed,,0,41.9829375,21.4394375,,2020-11-09T09:49:10.721Z
Eurofarm,,4.3,3,Pharmacy,,Anton Popov 5 ,XCPM+V7 Skopje,eurofarm.com.mk,+389 2 551 4501,,,,,,,,,0,41.9871875,21.4331875,,2020-11-09T09:49:12.481Z
Zegin - Sv.Petka,,4,4,Pharmacy,,Boris Trajkovski ,XCPQ+33 Skopje,zegin.com.mk,+389 2 277 2086,7AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-4PM,,0,41.9851875,21.4376875,,2020-11-09T09:49:14.101Z
Eurofarm,,,,Pharmacy,,Maksim Gorki 8 ,XCWH+9V Skopje,aptekieurofarm.com.mk,+389 2 311 1522,8-9AM,8-9AM,8-9AM,8-9AM,8-9AM,8:30AM-8:30AM,Closed,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9959375,21.4296875,,2020-11-09T09:49:16.258Z
Zegin - Centar 2,,5,1,Pharmacy,,Bulevar Sveti Kliment Ohridski 63,XCWF+4W Skopje,zegin.com.mk,+389 2 312 5832,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-5PM,Closed,,0,41.9953125,21.4248125,,2020-11-09T09:49:17.915Z
Zemjodelska Apteka - Rampa Kisela Voda,,5,2,Pharmacy,,11-ti Oktomvri ,XCPP+WP Skopje,,+389 75 458 086,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-4PM,8AM-4PM,,1,41.9873125,21.4368125,,2020-11-09T09:49:19.757Z
Eurofarm,,4.5,2,Pharmacy,,Skopje,XCRM+67 Skopje,eurofarm.com.mk,+389 2 322 1052,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9905625,21.4331875,,2020-11-09T09:49:21.659Z
Zegin,,3.7,13,Pharmacy,,Bulevar Kuzman Josifovski Pitu ,XCRW+9F Skopje,zegin.com.mk,+389 2 246 5556,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-10PM,https://lh5.googleusercontent.com/p/AF1QipOhJBKcMtC2oapd4cikYtD2MA3N8it_tYgNjK5W=w408-h306-k-no,0,41.9909375,21.4461875,,2020-11-09T09:49:24.945Z
Zegin - Shuto Orizari,,4.8,4,Pharmacy,,Skopje,2CRF+8J Skopje,zegin.com.mk,+389 2 265 6679,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Closed,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,42.0408125,21.4240625,,2020-11-09T09:49:26.760Z
Zegin - Gjorch?e Petrov 2,,4.7,7,Pharmacy,,Gjorche Petrov 60 ,2944+J7 Skopje,zegin.com.mk,+389 2 203 7761,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-10PM,8AM-9PM,https://lh5.googleusercontent.com/p/AF1QipNZoegpihVY7cH2PBUrv-Ov2Nou01TBOVLjFhpU=w408-h306-k-no,0,42.0065625,21.3556875,,2020-11-09T09:49:28.453Z
Eurofarm,,,,Pharmacy,,11-ti Oktomvri ,XCQP+RC Skopje,eurofarm.com.mk,+389 2 316 3202,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,https://geo3.ggpht.com/cbk?panoid=X6T70-jGxfEgkNF3-MUe2Q&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=71.72298&pitch=0&thumbfov=100,0,41.9895625,21.4360625,,2020-11-09T09:49:30.513Z
Zegin - Kisela Voda 1,,4.3,7,Pharmacy,,Boris Trajkovski ,XCJR+7H Skopje,zegin.com.mk,+389 2 272 4174,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,,0,41.9806875,21.4414375,,2020-11-09T09:49:32.058Z
Biofit - Kisela Voda,,5,3,Pharmacy,,Vostanichka 48 ,XCMH+CR Skopje,,+389 2 273 5010,,,,,,,,,0,41.9835625,21.4295625,,2020-11-09T09:49:33.663Z
Apteka Artemizia,,,,Pharmacy,,Vidoe Smilevski Bato 9 ,XFJF+WH Skopje,,+389 2 243 0690,,,,,,,,,0,41.9823125,21.4739375,,2020-11-09T09:49:35.195Z
Zegin - Avtokomanda 1,,4.5,8,Pharmacy,,Jani Lukrovski 2 ,2F26+M8 Skopje,zegin.com.mk,+389 2 312 2060,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-9PM,,0,42.0016875,21.4608125,,2020-11-09T09:49:37.417Z
Viola 24/7,,4.7,13,Pharmacy,,Bulevar Jane Sandanski ,XFQ3+44 Skopje,viola.com.mk,+389 2 246 6103,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,1,41.9878125,21.4528125,,2020-11-09T09:49:38.970Z
Eurolek,,,,Pharmacy,,Vizbegovo,2CP2+4J Vizbegovo,,,8AM-4AM,8AM-4AM,8AM-4AM,8AM-4AM,8AM-4AM,Closed,Closed,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,42.0353125,21.4015625,,2020-11-09T09:49:40.758Z
Zegin - MIA,,4.2,11,Pharmacy,,Bihacka ,XCPJ+Q8 Skopje,zegin.com.mk,,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,8AM-9PM,8AM-4PM,,0,41.9869375,21.4308125,,2020-11-09T09:49:42.214Z
Vivalek,,3.5,8,Pharmacy,,Skopje,2F65+JQ Skopje,,+389 2 261 7740,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-8PM,Closed,,0,42.0115625,21.4594375,,2020-11-09T09:49:43.927Z
Molika,,,,Pharmacy,,Arhitekt Nikola Dobrovik 1 ,XCHV+JX Skopje,,,,,,,,,,,0,41.9790625,21.4449375,,2020-11-09T09:49:45.465Z
Andrea Lek,,5,1,Pharmacy,,11-ti Oktomvri,XCPP+WP Skopje,,,,,,,,,,https://geo3.ggpht.com/cbk?panoid=AkNi4uGTRYaKqwBAELYnKQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=249.11334&pitch=0&thumbfov=100,0,41.9873125,21.4368125,,2020-11-09T09:49:46.434Z
Capa,,,,Pharmacy,,Boris Trajkovski 2 ,XCMQ+5R Skopje,,,,,,,,,,,0,41.9829375,21.4395625,,2020-11-09T09:49:48.169Z
Zegin - Kisela Voda,,3,1,Pharmacy,,Ivan Kozarov ,XCMQ+5G Skopje,,,,,,,,,,,0,41.9829375,21.4388125,,2020-11-09T09:49:49.713Z
Datel Farma,,,,Pharmacy,,Vangel Todorovski 5 ,XFM3+VV Skopje,lm.facebook.com,+389 2 512 6554,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-8PM,9AM-2:30PM,,0,41.9846875,21.4546875,,2020-11-09T09:49:51.677Z
Zegin - Tobaco,,4.9,7,Pharmacy,,Bulevar Jane Sandanski ,XFQ3+48 Skopje,zegin.com.mk,+389 2 246 3239,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,8AM-12AM,8AM-10PM,,0,41.9878125,21.4533125,,2020-11-09T09:49:53.182Z
Aloe,,,,Pharmacy,,Gjorche Petrov 40,2946+Q3 Skopje,,+389 2 203 9915,8AM-9:30PM,8AM-9:30PM,8AM-9:30PM,8AM-9:30PM,8AM-9:30PM,8AM-9:30PM,9AM-3PM,,0,42.0069375,21.3601875,,2020-11-09T09:49:54.686Z
Zegin - Vlae,,4.7,7,Pharmacy,,Gjorche Petrov ,2949+V7 Skopje,zegin.com.mk,+389 2 306 4330,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,,0,42.0071875,21.3681875,,2020-11-09T09:49:56.201Z
Veterinary Hospital,,4.1,98,Veterinary pharmacy,,Skopje,2F35+8Q Skopje,,+389 2 311 5756,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,9AM-5PM,,0,42.0033125,21.4594375,,2020-11-09T09:49:59.881Z
Zegin,,4,1,Pharmacy,,Hristijan Todorovski ,2CCX+74 Skopje,,,,,,,,,,https://geo3.ggpht.com/cbk?panoid=bUKshr6MbQOuTGKvNyG2PQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=284.60858&pitch=0&thumbfov=100,0,42.0206875,21.4478125,,2020-11-09T09:50:01.798Z
Eurofarm,,,,Pharmacy,,11-ti Oktomvri,XCRM+QH Skopje,eurofarm.com.mk,+389 2 322 1052,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-2PM,,0,41.9919375,21.4339375,,2020-11-09T09:50:03.756Z
Zegin - Kisela Voda 2,,4.7,9,Pharmacy,,Hristo Tatarchev ,XCGV+6H Skopje,zegin.com.mk,+389 2 277 1559,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-10PM,8AM-9PM,,0,41.9755625,21.4439375,,2020-11-09T09:50:05.302Z
Lincura,,5,1,Pharmacy,,Skopje,XFPH+J7 Skopje,,,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,Closed,Closed,,0,41.9865625,21.4781875,,2020-11-09T09:50:06.814Z
Makmedica,,5,1,Pharmacy,,Skopje,2949+VG Skopje,,+389 2031082,8:30AM-9:45PM,8AM-9:45PM,8AM-9:45PM,8AM-9:45PM,8AM-9:45PM,8AM-9:45PM,8:30AM-1:30PM,,0,42.0071875,21.3688125,,2020-11-09T09:50:08.256Z
Zegin - Capitol,,4.5,2,Pharmacy,,Skopje,XFP8+QP Skopje,zegin.com.mk,+389 2 245 5892,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,Closed,,0,41.9869375,21.4668125,,2020-11-09T09:50:09.757Z
Zegin - Novo Lisiche,,4.3,6,Pharmacy,,Skopje,XFJF+RF Skopje,zegin.com.mk,+389 2 240 3213,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-9PM,8AM-4PM,,0,41.9820625,21.4736875,,2020-11-09T09:50:11.295Z
Eurofarm - Volkovo,,5,1,Pharmacy,,Volkovo,28QX+5G Skopje,,,8AM-8:30PM,8AM-8:30PM,8AM-8:30PM,8AM-8:30PM,8AM-8:30PM,8AM-8:30PM,8AM-2:30PM,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,42.0379375,21.3488125,,2020-11-09T09:50:12.830Z
Zegin - Biser,,4.8,4,Pharmacy,,Bulevar Jane Sandanski 24 Lokal 6 ,XFP7+R3 Skopje,zegin.com.mk,+389 2 240 3237,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,8AM-9PM,8AM-4PM,,0,41.9870625,21.4626875,,2020-11-09T09:50:14.658Z
Zegin - Dame Gruev,,4.2,10,Pharmacy,,Luka Gerov,2984+HR Skopje,zegin.com.mk,+389 2 205 0830,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,,0,42.0164375,21.3570625,,2020-11-09T09:50:16.251Z
Zegin - Aerodrom,,4.7,6,Pharmacy,,Bulevar Jane Sandanski 109/2 ,XFM9+XJ Skopje,zegin.com.mk,+389 2 244 7722,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,8AM-9PM,8AM-9PM,,0,41.9849375,21.4690625,,2020-11-09T09:50:17.869Z
Medikon,,,,Pharmacy,,Boris Trajkovski 7 ,XFC9+4P Skopje,,+389 2 311 3176,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,Closed,Closed,,0,41.9703125,21.4693125,,2020-11-09T09:50:19.911Z
DNA Anni Farm Pharmacy,,5,7,Pharmacy,,Bulevar Jane Sandanski 71 ,XFP8+9H Skopje,annifarm.mk,+389 2 244 5935,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,https://lh5.googleusercontent.com/p/AF1QipOHtE_TqHshnBvZ0KPHFnvTNiI3WShNi5a5t1dJ=w408-h272-k-no,1,41.9859375,21.4664375,,2020-11-09T09:50:21.506Z
Zegin,,5,1,Pharmacy,,Bulevar Vidoe Smilevski Bato 2a Lokal 5 ,XFJC+5X Skopje,zegin.com.mk,+389 2 245 8107,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-6PM,Closed,,0,41.9804375,21.4724375,,2020-11-09T09:50:23.040Z
Eurofarm - SP Planet,,,,Pharmacy,,Bukureska 8 ,2948+Q3 Skopje,eurofarm.com.mk,+389 2 203 1508,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-2PM,,0,42.0069375,21.3651875,,2020-11-09T09:50:24.487Z
Jana,,,,Pharmacy,,Metodija Andonov - Chento ,2F2P+J8 Skopje,,+389 2 253 3777,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-5PM,Closed,,0,42.0015625,21.4858125,,2020-11-09T09:50:26.422Z
Eurofarm,,,,Pharmacy,,Bulevar Jane Sandanski 70 ,XFM7+PR Skopje,,,,,,,,,,,0,41.9843125,21.4645625,,2020-11-09T09:50:27.899Z
Zegin,,4.5,2,Pharmacy,,Bulevar Jane Sandanski 101 ,XFP9+2H Skopje,zegin.com.mk,+389 2 244 7722,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-9PM,8AM-9PM,,0,41.9850625,21.4689375,,2020-11-09T09:50:29.412Z
Vet Svet,,5,8,Veterinary pharmacy,,MK Nikola Trimpare 27 ,XCW9+MQ Skopje,vetsvet.mk,+389 2 316 1019,,,,,,,,,1,41.9966875,21.4194375,,2020-11-09T09:50:31.162Z
PENICILIN,,,,Pharmacy,,Spiro Crne 6 ,2G66+83 Chento,,+389 2 253 4572,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,8AM-7PM,9AM-2PM,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,42.0108125,21.5101875,,2020-11-09T09:50:34.406Z
Mediko Point Apteka,,5,1,Pharmacy,,Boris Sarafov 51,285X+CX Skopje,,,,,,,,,,,0,42.0085625,21.3499375,,2020-11-09T09:50:35.922Z
Aliman Komerc,,4.4,8,Veterinary pharmacy,,Metodija Andonov - Chento 1b ,2F2M+WR Skopje,,+389 2 255 0712,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,Closed,Closed,,0,42.0023125,21.4845625,,2020-11-09T09:50:37.776Z
Zegin - Novo Lisich?e 3,,,,Pharmacy,,Fevruarski Pohod 24 ,XFMM+32 Skopje,zegin.com.mk,+389 2 240 1445,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-10PM,8AM-4PM,,0,41.9826875,21.4825625,,2020-11-09T09:50:39.462Z
Viola,,,,Pharmacy,,Bulevar Jane Sandanski 69 ,XFM8+W7 Skopje,,,,,,,,,,,0,41.9848125,21.4656875,,2020-11-09T09:50:41.482Z
Zegin - Saraj 1,,5,2,Pharmacy,,P402 ,X8XG+GH Skopje,zegin.com.mk,+389 2 205 7356,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,,0,41.9988125,21.3264375,,2020-11-09T09:50:42.901Z
Apteka Opium,,,,Pharmacy,,Dimitar Turimandzhoski 3 ,XFFC+VP Skopje,,+389 2 244 0335,7:30AM-9PM,7:30AM-9PM,7:30AM-9PM,7:30AM-9PM,7:30AM-9PM,8AM-8PM,Closed,,0,41.9746875,21.4718125,,2020-11-09T09:50:44.408Z
Eurofarm,,5,2,Pharmacy,,Fevruarski Pohod ,XFMM+MF Skopje,,,,,,,,,,,0,41.9841875,21.4836875,,2020-11-09T09:50:45.878Z
Apteka Jana,,,,Pharmacy,,Metodija Andonov - Chento ,2G42+HV Skopje,,+389 2 253 3777,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-5PM,Closed,,0,42.0064375,21.5021875,,2020-11-09T09:50:47.342Z
Intergral Farm,,5,1,Pharmacy,,Razloshka ,XGV5+M9 Skopje,,,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9941875,21.5084375,,2020-11-09T09:50:49.260Z
Apteka Viola - Sopishte,,3,1,Pharmacy,,Sopishte ,WCX8+FX Skopje,,+389 2 274 3244,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,Closed,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,1,41.9486875,21.4174375,,2020-11-09T09:50:50.655Z
LiLa,,5,1,Pharmacy,,Skopje,XGP5+J2 Skopje,,,7AM-3PM,7AM-3PM,7AM-3PM,7AM-3PM,7AM-3PM,7AM-3PM,Closed,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9865625,21.5075625,,2020-11-09T09:50:52.059Z
Galenium Farm,,4.8,5,Pharmacy,,Shishevo,X8F6+G8 Shishevo,,,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,Closed,Closed,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9738125,21.3108125,,2020-11-09T09:50:54.907Z
Amavita,,5,2,Pharmacy,,Alija Avdovikj 18 Skopje,2G97+7C Skopje,,+389 76 299 022,8AM-10:30PM,8AM-10:30PM,8AM-10:30PM,8AM-10:30PM,8AM-10:30PM,8AM-10:30PM,8AM-10:30PM,,0,42.0181875,21.5135625,,2020-11-09T09:50:56.398Z
Zegin,,,,Pharmacy,,Blagoja Stefkovski ,XGW2+6H Skopje,,,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9955625,21.5014375,,2020-11-09T09:50:57.863Z
Zegin,,4.9,7,Pharmacy,,Madzari Skopje,2G43+6C Skopje,zegin.com.mk,+389 2 252 0944,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-10PM,8AM-10PM,,0,42.0055625,21.5035625,,2020-11-09T09:50:59.757Z
Galafarm,,4.6,7,Pharmaceutical company,,Stopanski Dvor 51/23,28JR+23 Volkovo,galafarm.com.mk,+389 2 205 0800,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,Closed,Closed,,1,42.0300625,21.3401875,,2020-11-09T09:51:01.258Z
Dr. Slavjanka,,,,Pharmacy,,Gorno Lisiche Skopje,XG65+J3 Skopje,,,,,,,,,,,0,41.9615625,21.5076875,,2020-11-09T09:51:03.421Z
Tilija 2,,5,2,Homeopathic pharmacy,,P2239 Kuchevishte,4C5C+J2 Kuchevishte,,+389 2 262 7752,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-1PM,,0,42.1090625,21.4200625,,2020-11-09T09:51:05.074Z
Eurofarm,,,,Pharmacy,,Chento,2G43+5F Chento,eurofarm.com.mk,+389 72 266 541,,,,,,,,,0,42.0054375,21.5036875,,2020-11-09T09:51:06.504Z
Aspirin Farm,,,,Pharmacy,,Metodija Andonov 140 Chento,2HG6+JV Arachinovo,,,,,,,,,,,0,42.0265625,21.5621875,,2020-11-09T09:51:09.896Z
dm drogerie markt,,4.7,22,Health and beauty shop,,City Mall Ulica Ljubljanska 4,293R+VM Skopje,dm.mk,+389 2 308 0456,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,,1,42.0046875,21.3916875,,2020-11-09T09:51:11.758Z
dm drogerie markt,,4.7,38,Health and beauty shop,,Ivo Lola Ribar 74 ,XCW4+JH Skopje,dm.mk,+389 2 309 4996,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,10AM-5PM,,1,41.9965625,21.4064375,,2020-11-09T09:51:13.198Z
Flora Kompani,,1,,Pharmacy,,Branko Zarevski Drachevo,WGQ8+F6 Drachevo,,+389 70 398 930,7AM-7:30PM,7AM-7:30PM,7AM-7:30PM,7AM-7:30PM,7AM-7:30PM,7AM-5PM,7AM-2PM,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9386875,21.5155625,,2020-11-09T09:51:14.793Z
Veterinarna Apteka Panda,,2,17,Veterinarian,,Vidoe Smilevski Bato 39 ,XFMG+CJ Skopje,panda.vet,+389 70 700 784,12-7PM,12-7PM,12-7PM,12-7PM,12-7PM,10AM-2PM,Closed,,1,41.9835625,21.4765625,,2020-11-09T09:51:17.841Z
Zegin - Estreja Drachevo,,3.3,4,Pharmacy,,Justinijan Prvi Drachevo,WGMC+83 Drachevo,zegin.com.mk,+389 2 320 1444,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9333125,21.5201875,,2020-11-09T09:51:21.011Z
Zemjodelska Apteka Agrojunikom,,,,Pharmacy,,Jurumleri,XH94+4G Jurumleri,,,,,,,,,,,0,41.9678125,21.5563125,,2020-11-09T09:51:22.956Z
Zegin - Ilinden,,4.8,6,Pharmacy,,Ilinden,XHWF+XG Ilinden,,+389 2 258 1360,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9974375,21.5738125,,2020-11-09T09:51:26.758Z
Zegin - Drachevo,,4.1,9,Pharmacy,,Zhivko Firfov Drachevo,WGQ7+9X Drachevo,zegin.com.mk,+389 2 279 2000,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9384375,21.5149375,,2020-11-09T09:51:28.259Z
Jasmin,,4.9,8,Pharmacy,,Marshal Tito 68 Dolno Lisiche,XG3J+9W Dolno Lisiche,,+389 2 279 4349,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-2:30PM,Closed,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9534375,21.5323125,,2020-11-09T09:51:29.896Z
Bilna apteka,,4.3,6,Health food store,,Victor Hugo ,XCPP+9Q Skopje,bilnaapteka.com.mk,+389 2 277 4329,,,,,,,,,0,41.9859375,21.4369375,,2020-11-09T09:51:31.659Z
Herba Stojanovi,,4.8,4,Herb shop,,11-ti Oktomvri 86/12,XCQP+79 Skopje,,+389 2 321 4313,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-6PM,10AM-3PM,Closed,,1,41.9881875,21.4359375,,2020-11-09T09:51:38.297Z
